route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,trip_type
1,000001,88____:007::8841673:8200136:20:734:20171209,Luxembourg (l),106,,1,,1
1,000001,82____:007::8200136:8200100:9:842:20171209,Luxembourg (l),106,,1,,1
2,000002,88____:007::8845005:8841673:18:824:20171209,Liers,107,,2,,1
1,000003,88____:007::8841673:8200136:20:934:20171209,Luxembourg (l),108,,3,,1
1,000003,82____:007::8200136:8200100:9:1042:20171209,Luxembourg (l),108,,3,,1
1,000004,82____:007::8200100:8849072:10:832:20171209,Liers,109,,4,,1
1,000004,88____:007::8849072:8841673:19:1024:20171209,Liers,109,,4,,1
1,000005,88____:007::8841673:8200136:20:1134:20171209,Luxembourg (l),110,,5,,1
1,000005,82____:007::8200136:8200100:9:1242:20171209,Luxembourg (l),110,,5,,1
1,000006,82____:007::8200100:8849072:10:1032:20171209,Liers,111,,6,,1
1,000006,88____:007::8849072:8841673:19:1224:20171209,Liers,111,,6,,1
1,000007,88____:007::8841673:8200136:20:1334:20171209,Luxembourg (l),112,,7,,1
1,000007,82____:007::8200136:8200100:9:1442:20171209,Luxembourg (l),112,,7,,1
3,000008,88____:049::8831005:8831310:4:2152:20170814,Tongres,11218,,8,,1
3,000008,88____:049::8831005:8831310:4:2252:20170814,Tongres,11219,,9,,1
3,000008,88____:049::8831310:8831005:4:605:20170814,Hasselt,11228,,10,,1
3,000008,88____:049::8831310:8831005:4:705:20170814,Hasselt,11229,,11,,1
3,000008,88____:049::8831310:8831005:4:805:20170814,Hasselt,11230,,12,,1
3,000008,88____:049::8831310:8831005:4:905:20170814,Hasselt,11231,,13,,1
3,000008,88____:049::8831310:8831005:4:1105:20170814,Hasselt,11233,,14,,1
3,000008,88____:049::8831310:8831005:4:1205:20170814,Hasselt,11234,,15,,1
3,000008,88____:049::8831310:8831005:4:1305:20170814,Hasselt,11235,,16,,1
3,000008,88____:049::8831310:8831005:4:1405:20170814,Hasselt,11236,,17,,1
3,000008,88____:049::8831310:8831005:4:1505:20170814,Hasselt,11237,,18,,1
3,000008,88____:049::8831310:8831005:4:1605:20170814,Hasselt,11238,,19,,1
3,000008,88____:049::8831310:8831005:4:1705:20170814,Hasselt,11239,,20,,1
3,000008,88____:049::8831310:8831005:4:1805:20170814,Hasselt,11240,,21,,1
3,000008,88____:049::8831310:8831005:4:1905:20170814,Hasselt,11241,,22,,1
3,000008,88____:049::8831310:8831005:4:2105:20170814,Hasselt,11243,,23,,1
3,000008,88____:049::8831310:8831005:4:2205:20170814,Hasselt,11244,,24,,1
4,000009,88____:049::8861440:8863008:2:708:20171208,Namur,11256,,25,,1
4,000010,88____:049::8861440:8863008:2:713:20170825,Namur,11256,,26,,1
5,000011,88____:049::8861200:8863008:6:716:20170820,Namur,11256,,27,,1
5,000011,88____:049::8861200:8863008:6:841:20170820,Namur,11257,,28,,1
5,000012,88____:049::8861200:8863008:6:916:20170730,Namur,11258,,29,,1
5,000011,88____:049::8861200:8863008:6:941:20170820,Namur,11258,,30,,1
5,000012,88____:049::8861200:8863008:6:1016:20170730,Namur,11259,,31,,1
4,000009,88____:049::8861440:8863008:2:1008:20171208,Namur,11259,,32,,1
5,000011,88____:049::8861200:8863008:6:1041:20170820,Namur,11259,,33,,1
5,000012,88____:049::8861200:8863008:6:1116:20170730,Namur,11260,,34,,1
4,000009,88____:049::8861440:8863008:2:1117:20171208,Namur,11260,,35,,1
5,000011,88____:049::8861200:8863008:6:1141:20170820,Namur,11260,,36,,1
5,000012,88____:049::8861200:8863008:6:1216:20170730,Namur,11261,,37,,1
4,000009,88____:049::8861440:8863008:2:1208:20171208,Namur,11261,,38,,1
5,000011,88____:049::8861200:8863008:6:1241:20170820,Namur,11261,,39,,1
5,000012,88____:049::8861200:8863008:6:1316:20170730,Namur,11262,,40,,1
4,000009,88____:049::8861440:8863008:2:1308:20171208,Namur,11262,,41,,1
5,000011,88____:049::8861200:8863008:6:1341:20170820,Namur,11262,,42,,1
5,000012,88____:049::8861200:8863008:6:1416:20170730,Namur,11263,,43,,1
4,000009,88____:049::8861440:8863008:2:1408:20171208,Namur,11263,,44,,1
5,000011,88____:049::8861200:8863008:6:1441:20170820,Namur,11263,,45,,1
5,000012,88____:049::8861200:8863008:6:1516:20170730,Namur,11264,,46,,1
4,000009,88____:049::8861440:8863008:2:1508:20171208,Namur,11264,,47,,1
5,000011,88____:049::8861200:8863008:6:1541:20170820,Namur,11264,,48,,1
5,000012,88____:049::8861200:8863008:6:1616:20170730,Namur,11265,,49,,1
4,000009,88____:049::8861440:8863008:2:1608:20171208,Namur,11265,,50,,1
5,000011,88____:049::8861200:8863008:6:1641:20170820,Namur,11265,,51,,1
4,000013,88____:049::8861440:8863008:2:1721:20170609,Namur,11266,,52,,1
4,000009,88____:049::8861440:8863008:2:1715:20171208,Namur,11266,,53,,1
4,000010,88____:049::8861440:8863008:2:1713:20170825,Namur,11266,,54,,1
5,000011,88____:049::8861200:8863008:6:1741:20170820,Namur,11266,,55,,1
4,000013,88____:049::8861440:8863008:2:1821:20170609,Namur,11267,,56,,1
4,000009,88____:049::8861440:8863008:2:1815:20171208,Namur,11267,,57,,1
5,000011,88____:049::8861200:8863008:6:1841:20170820,Namur,11267,,58,,1
5,000011,88____:049::8861200:8863008:6:1941:20170820,Namur,11268,,59,,1
5,000011,88____:049::8861200:8863008:6:2041:20170820,Namur,11269,,60,,1
4,000009,88____:049::8861440:8863008:2:2108:20171208,Namur,11270,,61,,1
5,000011,88____:049::8861200:8863008:6:2141:20170820,Namur,11270,,62,,1
4,000014,88____:049::8863008:8861440:2:707:20171208,Rhisnes,11277,,63,,1
5,000011,88____:049::8863008:8861200:6:742:20170820,Gembloux,11277,,64,,1
4,000009,88____:049::8863008:8861440:2:807:20171208,Rhisnes,11278,,65,,1
5,000011,88____:049::8863008:8861200:6:842:20170820,Gembloux,11278,,66,,1
5,000012,88____:049::8863008:8861200:6:922:20170730,Gembloux,11279,,67,,1
5,000011,88____:049::8863008:8861200:6:942:20170820,Gembloux,11279,,68,,1
4,000009,88____:049::8863008:8861440:2:907:20171208,Rhisnes,11279,,69,,1
5,000012,88____:049::8863008:8861200:6:1022:20170730,Gembloux,11280,,70,,1
4,000009,88____:049::8863008:8861440:2:958:20171208,Rhisnes,11280,,71,,1
5,000011,88____:049::8863008:8861200:6:1042:20170820,Gembloux,11280,,72,,1
5,000012,88____:049::8863008:8861200:6:1122:20170730,Gembloux,11281,,73,,1
4,000009,88____:049::8863008:8861440:2:1058:20171208,Rhisnes,11281,,74,,1
5,000011,88____:049::8863008:8861200:6:1142:20170820,Gembloux,11281,,75,,1
5,000012,88____:049::8863008:8861200:6:1222:20170730,Gembloux,11282,,76,,1
4,000009,88____:049::8863008:8861440:2:1158:20171208,Rhisnes,11282,,77,,1
5,000011,88____:049::8863008:8861200:6:1242:20170820,Gembloux,11282,,78,,1
5,000012,88____:049::8863008:8861200:6:1322:20170730,Gembloux,11283,,79,,1
5,000011,88____:049::8863008:8861200:6:1342:20170820,Gembloux,11283,,80,,1
5,000012,88____:049::8863008:8861200:6:1422:20170730,Gembloux,11284,,81,,1
4,000009,88____:049::8863008:8861440:2:1358:20171208,Rhisnes,11284,,82,,1
5,000011,88____:049::8863008:8861200:6:1442:20170820,Gembloux,11284,,83,,1
5,000012,88____:049::8863008:8861200:6:1522:20170730,Gembloux,11285,,84,,1
4,000009,88____:049::8863008:8861440:2:1458:20171208,Rhisnes,11285,,85,,1
5,000011,88____:049::8863008:8861200:6:1542:20170820,Gembloux,11285,,86,,1
5,000012,88____:049::8863008:8861200:6:1622:20170730,Gembloux,11286,,87,,1
5,000011,88____:049::8863008:8861200:6:1642:20170820,Gembloux,11286,,88,,1
4,000009,88____:049::8863008:8861440:2:1658:20171208,Rhisnes,11287,,89,,1
5,000011,88____:049::8863008:8861200:6:1742:20170820,Gembloux,11287,,90,,1
4,000010,88____:049::8863008:8861440:2:1707:20170825,Rhisnes,11287,,91,,1
4,000009,88____:049::8863008:8861440:2:1758:20171208,Rhisnes,11288,,92,,1
4,000010,88____:049::8863008:8861440:2:1807:20170825,Rhisnes,11288,,93,,1
5,000011,88____:049::8863008:8861200:6:1842:20170820,Gembloux,11288,,94,,1
4,000009,88____:049::8863008:8861440:2:1858:20171208,Rhisnes,11289,,95,,1
5,000011,88____:049::8863008:8861200:6:1942:20170820,Gembloux,11289,,96,,1
4,000009,88____:049::8863008:8861440:2:1958:20171208,Rhisnes,11290,,97,,1
5,000011,88____:049::8863008:8861200:6:2042:20170820,Gembloux,11290,,98,,1
5,000011,88____:049::8863008:8861200:6:2142:20170820,Gembloux,11291,,99,,1
5,000011,88____:049::8863008:8861200:6:2242:20170820,Gembloux,11292,,100,,1
1,000015,82____:007::8200100:8849072:10:1232:20171209,Liers,113,,101,,1
1,000015,88____:007::8849072:8841673:19:1424:20171209,Liers,113,,101,,1
6,000016,88____:049::8892601:8895208:4:620:20170910,Zottegem,11303,,102,,1
6,000016,88____:049::8892601:8895208:4:720:20170910,Zottegem,11304,,103,,1
7,000017,88____:049::8896008:8892601:4:618:20170917,Audenarde,11304,,104,,1
6,000016,88____:049::8892601:8895208:4:820:20170910,Zottegem,11305,,105,,1
7,000017,88____:049::8896008:8892601:4:718:20170917,Audenarde,11305,,106,,1
6,000016,88____:049::8892601:8895208:4:920:20170910,Zottegem,11306,,107,,1
7,000017,88____:049::8896008:8892601:4:818:20170917,Audenarde,11306,,108,,1
8,000018,88____:049::8891702:8891009:2:731:20171001,Bruges,11306,,109,,1
6,000016,88____:049::8892601:8895208:4:1020:20170910,Zottegem,11307,,110,,1
3,000008,88____:049::8831310:8831005:4:1005:20170814,Hasselt,11307,,111,,1
7,000017,88____:049::8896008:8892601:4:918:20170917,Audenarde,11307,,112,,1
8,000018,88____:049::8891702:8891009:2:831:20171001,Bruges,11307,,113,,1
6,000016,88____:049::8892601:8895208:4:1120:20170910,Zottegem,11308,,114,,1
7,000017,88____:049::8896008:8892601:4:1018:20170917,Audenarde,11308,,115,,1
8,000018,88____:049::8891702:8891009:2:931:20171001,Bruges,11308,,116,,1
6,000016,88____:049::8892601:8895208:4:1220:20170910,Zottegem,11309,,117,,1
7,000017,88____:049::8896008:8892601:4:1118:20170917,Audenarde,11309,,118,,1
8,000018,88____:049::8891702:8891009:2:1031:20171001,Bruges,11309,,119,,1
6,000016,88____:049::8892601:8895208:4:1320:20170910,Zottegem,11310,,120,,1
7,000017,88____:049::8896008:8892601:4:1218:20170917,Audenarde,11310,,121,,1
8,000018,88____:049::8891702:8891009:2:1131:20171001,Bruges,11310,,122,,1
6,000016,88____:049::8892601:8895208:4:1420:20170910,Zottegem,11311,,123,,1
7,000017,88____:049::8896008:8892601:4:1318:20170917,Audenarde,11311,,124,,1
8,000018,88____:049::8891702:8891009:2:1231:20171001,Bruges,11311,,125,,1
6,000016,88____:049::8892601:8895208:4:1520:20170910,Zottegem,11312,,126,,1
7,000017,88____:049::8896008:8892601:4:1418:20170917,Audenarde,11312,,127,,1
8,000018,88____:049::8891702:8891009:2:1331:20171001,Bruges,11312,,128,,1
6,000016,88____:049::8892601:8895208:4:1620:20170910,Zottegem,11313,,129,,1
7,000017,88____:049::8896008:8892601:4:1518:20170917,Audenarde,11313,,130,,1
8,000018,88____:049::8891702:8891009:2:1431:20171001,Bruges,11313,,131,,1
6,000016,88____:049::8892601:8895208:4:1720:20170910,Zottegem,11314,,132,,1
7,000017,88____:049::8896008:8892601:4:1618:20170917,Audenarde,11314,,133,,1
8,000018,88____:049::8891702:8891009:2:1531:20171001,Bruges,11314,,134,,1
6,000016,88____:049::8892601:8895208:4:1820:20170910,Zottegem,11315,,135,,1
7,000017,88____:049::8896008:8892601:4:1718:20170917,Audenarde,11315,,136,,1
8,000018,88____:049::8891702:8891009:2:1631:20171001,Bruges,11315,,137,,1
6,000016,88____:049::8892601:8895208:4:1920:20170910,Zottegem,11316,,138,,1
7,000017,88____:049::8896008:8892601:4:1818:20170917,Audenarde,11316,,139,,1
8,000018,88____:049::8891702:8891009:2:1731:20171001,Bruges,11316,,140,,1
6,000016,88____:049::8892601:8895208:4:2020:20170910,Zottegem,11317,,141,,1
7,000017,88____:049::8896008:8892601:4:1918:20170917,Audenarde,11317,,142,,1
8,000018,88____:049::8891702:8891009:2:1831:20171001,Bruges,11317,,143,,1
6,000016,88____:049::8892601:8895208:4:2120:20170910,Zottegem,11318,,144,,1
7,000017,88____:049::8896008:8892601:4:2018:20170917,Audenarde,11318,,145,,1
8,000018,88____:049::8891702:8891009:2:1931:20171001,Bruges,11318,,146,,1
6,000016,88____:049::8892601:8895208:4:2220:20170910,Zottegem,11319,,147,,1
7,000017,88____:049::8896008:8892601:4:2118:20170917,Audenarde,11319,,148,,1
8,000018,88____:049::8891702:8891009:2:2031:20171001,Bruges,11319,,149,,1
7,000017,88____:049::8896008:8892601:4:2218:20170917,Audenarde,11320,,150,,1
8,000018,88____:049::8891702:8891009:2:2131:20171001,Bruges,11320,,151,,1
8,000018,88____:049::8891009:8891702:2:839:20171001,Ostende,11328,,152,,1
6,000016,88____:049::8895208:8892601:4:816:20170910,Audenarde,11329,,153,,1
7,000017,88____:049::8892601:8896008:4:827:20170917,Courtrai,11329,,154,,1
8,000018,88____:049::8891009:8891702:2:939:20171001,Ostende,11329,,155,,1
6,000016,88____:049::8895208:8892601:4:916:20170910,Audenarde,11330,,156,,1
7,000017,88____:049::8892601:8896008:4:927:20170917,Courtrai,11330,,157,,1
8,000018,88____:049::8891009:8891702:2:1039:20171001,Ostende,11330,,158,,1
6,000016,88____:049::8895208:8892601:4:1016:20170910,Audenarde,11331,,159,,1
7,000017,88____:049::8892601:8896008:4:1027:20170917,Courtrai,11331,,160,,1
8,000018,88____:049::8891009:8891702:2:1139:20171001,Ostende,11331,,161,,1
6,000016,88____:049::8895208:8892601:4:1116:20170910,Audenarde,11332,,162,,1
7,000017,88____:049::8892601:8896008:4:1127:20170917,Courtrai,11332,,163,,1
8,000018,88____:049::8891009:8891702:2:1239:20171001,Ostende,11332,,164,,1
6,000016,88____:049::8895208:8892601:4:1216:20170910,Audenarde,11333,,165,,1
7,000017,88____:049::8892601:8896008:4:1227:20170917,Courtrai,11333,,166,,1
8,000018,88____:049::8891009:8891702:2:1339:20171001,Ostende,11333,,167,,1
6,000016,88____:049::8895208:8892601:4:1316:20170910,Audenarde,11334,,168,,1
7,000017,88____:049::8892601:8896008:4:1327:20170917,Courtrai,11334,,169,,1
8,000018,88____:049::8891009:8891702:2:1439:20171001,Ostende,11334,,170,,1
6,000016,88____:049::8895208:8892601:4:1416:20170910,Audenarde,11335,,171,,1
7,000017,88____:049::8892601:8896008:4:1427:20170917,Courtrai,11335,,172,,1
8,000018,88____:049::8891009:8891702:2:1539:20171001,Ostende,11335,,173,,1
6,000016,88____:049::8895208:8892601:4:1516:20170910,Audenarde,11336,,174,,1
7,000017,88____:049::8892601:8896008:4:1527:20170917,Courtrai,11336,,175,,1
8,000018,88____:049::8891009:8891702:2:1639:20171001,Ostende,11336,,176,,1
6,000016,88____:049::8895208:8892601:4:1616:20170910,Audenarde,11337,,177,,1
7,000017,88____:049::8892601:8896008:4:1627:20170917,Courtrai,11337,,178,,1
8,000018,88____:049::8891009:8891702:2:1739:20171001,Ostende,11337,,179,,1
6,000016,88____:049::8895208:8892601:4:1716:20170910,Audenarde,11338,,180,,1
7,000017,88____:049::8892601:8896008:4:1727:20170917,Courtrai,11338,,181,,1
8,000018,88____:049::8891009:8891702:2:1839:20171001,Ostende,11338,,182,,1
6,000016,88____:049::8895208:8892601:4:1816:20170910,Audenarde,11339,,183,,1
7,000017,88____:049::8892601:8896008:4:1827:20170917,Courtrai,11339,,184,,1
8,000018,88____:049::8891009:8891702:2:1939:20171001,Ostende,11339,,185,,1
6,000016,88____:049::8895208:8892601:4:1916:20170910,Audenarde,11340,,186,,1
7,000017,88____:049::8892601:8896008:4:1927:20170917,Courtrai,11340,,187,,1
8,000018,88____:049::8891009:8891702:2:2039:20171001,Ostende,11340,,188,,1
6,000016,88____:049::8895208:8892601:4:2016:20170910,Audenarde,11341,,189,,1
7,000017,88____:049::8892601:8896008:4:2027:20170917,Courtrai,11341,,190,,1
8,000018,88____:049::8891009:8891702:2:2139:20171001,Ostende,11341,,191,,1
6,000016,88____:049::8895208:8892601:4:2116:20170910,Audenarde,11342,,192,,1
3,000008,88____:049::8831310:8831005:4:2005:20170814,Hasselt,11342,,193,,1
7,000017,88____:049::8892601:8896008:4:2127:20170917,Courtrai,11342,,194,,1
8,000018,88____:049::8891009:8891702:2:2239:20171001,Ostende,11342,,195,,1
6,000016,88____:049::8895208:8892601:4:2216:20170910,Audenarde,11343,,196,,1
7,000017,88____:049::8892601:8896008:4:2227:20170917,Courtrai,11343,,197,,1
6,000016,88____:049::8895208:8892601:4:2316:20170910,Audenarde,11344,,198,,1
7,000017,88____:049::8892601:8896008:4:2327:20170917,Courtrai,11344,,199,,1
6,000016,88____:049::8895208:8892601:4:2400:20170910,Audenarde,11345,,200,,1
7,000017,88____:049::8892601:8896008:4:2427:20170917,Courtrai,11345,,201,,1
3,000008,88____:049::8831005:8831310:4:700:20170814,Tongres,11356,,202,,1
9,000019,88____:049::8831310:8841673:3:738:20170811,Liers,11356,,203,,1
3,000008,88____:049::8831005:8831310:4:800:20170814,Tongres,11357,,204,,1
9,000019,88____:049::8831310:8841673:3:838:20170811,Liers,11357,,205,,1
3,000008,88____:049::8831005:8831310:4:900:20170814,Tongres,11358,,206,,1
9,000019,88____:049::8831310:8841673:3:938:20170811,Liers,11358,,207,,1
3,000008,88____:049::8831005:8831310:4:1000:20170814,Tongres,11359,,208,,1
9,000019,88____:049::8831310:8841673:3:1038:20170811,Liers,11359,,209,,1
3,000008,88____:049::8831005:8831310:4:1100:20170814,Tongres,11360,,210,,1
9,000019,88____:049::8831310:8841673:3:1138:20170811,Liers,11360,,211,,1
3,000008,88____:049::8831005:8831310:4:1200:20170814,Tongres,11361,,212,,1
9,000019,88____:049::8831310:8841673:3:1238:20170811,Liers,11361,,213,,1
3,000008,88____:049::8831005:8831310:4:1300:20170814,Tongres,11362,,214,,1
9,000019,88____:049::8831310:8841673:3:1338:20170811,Liers,11362,,215,,1
3,000008,88____:049::8831005:8831310:4:1400:20170814,Tongres,11363,,216,,1
9,000019,88____:049::8831310:8841673:3:1438:20170811,Liers,11363,,217,,1
3,000008,88____:049::8831005:8831310:4:1500:20170814,Tongres,11364,,218,,1
9,000019,88____:049::8831310:8841673:3:1538:20170811,Liers,11364,,219,,1
3,000008,88____:049::8831005:8831310:4:1600:20170814,Tongres,11365,,220,,1
9,000019,88____:049::8831310:8841673:3:1638:20170811,Liers,11365,,221,,1
3,000008,88____:049::8831005:8831310:4:1700:20170814,Tongres,11366,,222,,1
9,000019,88____:049::8831310:8841673:3:1738:20170811,Liers,11366,,223,,1
3,000008,88____:049::8831005:8831310:4:1800:20170814,Tongres,11367,,224,,1
9,000019,88____:049::8831310:8841673:3:1838:20170811,Liers,11367,,225,,1
3,000008,88____:049::8831005:8831310:4:1900:20170814,Tongres,11368,,226,,1
9,000019,88____:049::8831310:8841673:3:1938:20170811,Liers,11368,,227,,1
3,000008,88____:049::8831005:8831310:4:2000:20170814,Tongres,11369,,228,,1
9,000019,88____:049::8831310:8841673:3:2038:20170811,Liers,11369,,229,,1
3,000008,88____:049::8831005:8831310:4:2100:20170814,Tongres,11370,,230,,1
9,000019,88____:049::8831310:8841673:3:2138:20170811,Liers,11370,,231,,1
9,000019,88____:049::8841673:8831310:3:750:20170811,Tongres,11378,,232,,1
9,000019,88____:049::8841673:8831310:3:850:20170811,Tongres,11379,,233,,1
9,000019,88____:049::8841673:8831310:3:950:20170811,Tongres,11380,,234,,1
9,000019,88____:049::8841673:8831310:3:1050:20170811,Tongres,11381,,235,,1
9,000019,88____:049::8841673:8831310:3:1150:20170811,Tongres,11382,,236,,1
9,000019,88____:049::8841673:8831310:3:1250:20170811,Tongres,11383,,237,,1
9,000019,88____:049::8841673:8831310:3:1350:20170811,Tongres,11384,,238,,1
9,000019,88____:049::8841673:8831310:3:1450:20170811,Tongres,11385,,239,,1
9,000019,88____:049::8841673:8831310:3:1550:20170811,Tongres,11386,,240,,1
9,000019,88____:049::8841673:8831310:3:1650:20170811,Tongres,11387,,241,,1
9,000019,88____:049::8841673:8831310:3:1750:20170811,Tongres,11388,,242,,1
9,000019,88____:049::8841673:8831310:3:1850:20170811,Tongres,11389,,243,,1
9,000019,88____:049::8841673:8831310:3:1950:20170811,Tongres,11390,,244,,1
9,000019,88____:049::8841673:8831310:3:2050:20170811,Tongres,11391,,245,,1
3,000008,88____:049::8831310:8831005:4:2300:20170814,Hasselt,11392,,246,,1
9,000019,88____:049::8841673:8831310:3:2150:20170811,Tongres,11392,,247,,1
1,000020,88____:007::8841673:8200136:20:1534:20171209,Luxembourg (l),114,,248,,1
1,000020,82____:007::8200136:8200100:9:1642:20171209,Luxembourg (l),114,,248,,1
8,000018,88____:049::8891009:8891702:2:1101:20171001,Ostende,11400,,249,,1
8,000018,88____:049::8891009:8891702:2:1201:20171001,Ostende,11401,,250,,1
8,000018,88____:049::8891009:8891702:2:1301:20171001,Ostende,11402,,251,,1
8,000018,88____:049::8891009:8891702:2:1401:20171001,Ostende,11403,,252,,1
8,000018,88____:049::8891009:8891702:2:1501:20171001,Ostende,11404,,253,,1
8,000018,88____:049::8891009:8891702:2:1601:20171001,Ostende,11405,,254,,1
8,000018,88____:049::8891009:8891702:2:1701:20171001,Ostende,11406,,255,,1
8,000018,88____:049::8891009:8891702:2:1801:20171001,Ostende,11407,,256,,1
8,000018,88____:049::8891009:8891702:2:1901:20171001,Ostende,11408,,257,,1
8,000018,88____:049::8891009:8891702:2:2001:20171001,Ostende,11409,,258,,1
10,000021,88____:049::8843307:8841004:12:2449:20170728,Liege-Guillemins,11422,,259,,1
11,000022,88____:049::8822277:8822004:3:808:20170929,Malines,11456,,260,,1
12,000023,88____:049::8881000:8881430:4:738:20170806,Havre,11457,,261,,1
11,000022,88____:049::8822277:8822004:3:908:20170929,Malines,11457,,262,,1
11,000022,88____:049::8822277:8822004:3:1008:20170929,Malines,11458,,263,,1
12,000023,88____:049::8881000:8881430:4:938:20170806,Havre,11459,,264,,1
11,000022,88____:049::8822277:8822004:3:1108:20170929,Malines,11459,,265,,1
11,000022,88____:049::8822277:8822004:3:1208:20170929,Malines,11460,,266,,1
12,000023,88____:049::8881000:8881430:4:1138:20170806,Havre,11461,,267,,1
11,000022,88____:049::8822277:8822004:3:1308:20170929,Malines,11461,,268,,1
11,000022,88____:049::8822277:8822004:3:1408:20170929,Malines,11462,,269,,1
12,000023,88____:049::8881000:8881430:4:1338:20170806,Havre,11463,,270,,1
11,000022,88____:049::8822277:8822004:3:1508:20170929,Malines,11463,,271,,1
11,000022,88____:049::8822277:8822004:3:1608:20170929,Malines,11464,,272,,1
12,000023,88____:049::8881000:8881430:4:1538:20170806,Havre,11465,,273,,1
11,000022,88____:049::8822277:8822004:3:1708:20170929,Malines,11465,,274,,1
11,000022,88____:049::8822277:8822004:3:1808:20170929,Malines,11466,,275,,1
12,000023,88____:049::8881000:8881430:4:1738:20170806,Havre,11467,,276,,1
11,000022,88____:049::8822277:8822004:3:1908:20170929,Malines,11467,,277,,1
11,000022,88____:049::8822277:8822004:3:2008:20170929,Malines,11468,,278,,1
12,000023,88____:049::8881000:8881430:4:1938:20170806,Havre,11469,,279,,1
11,000022,88____:049::8822277:8822004:3:2108:20170929,Malines,11469,,280,,1
12,000023,88____:049::8881000:8881430:4:2138:20170806,Havre,11471,,281,,1
11,000022,88____:049::8822004:8822277:3:618:20170929,Hofstade,11477,,282,,1
11,000022,88____:049::8822004:8822277:3:718:20170929,Hofstade,11478,,283,,1
12,000023,88____:049::8881430:8881000:4:845:20170806,Mons,11479,,284,,1
11,000022,88____:049::8822004:8822277:3:818:20170929,Hofstade,11479,,285,,1
11,000022,88____:049::8822004:8822277:3:918:20170929,Hofstade,11480,,286,,1
12,000023,88____:049::8881430:8881000:4:1045:20170806,Mons,11481,,287,,1
11,000022,88____:049::8822004:8822277:3:1018:20170929,Hofstade,11481,,288,,1
11,000022,88____:049::8822004:8822277:3:1118:20170929,Hofstade,11482,,289,,1
12,000023,88____:049::8881430:8881000:4:1245:20170806,Mons,11483,,290,,1
11,000022,88____:049::8822004:8822277:3:1218:20170929,Hofstade,11483,,291,,1
11,000022,88____:049::8822004:8822277:3:1318:20170929,Hofstade,11484,,292,,1
12,000023,88____:049::8881430:8881000:4:1445:20170806,Mons,11485,,293,,1
11,000022,88____:049::8822004:8822277:3:1418:20170929,Hofstade,11485,,294,,1
11,000022,88____:049::8822004:8822277:3:1518:20170929,Hofstade,11486,,295,,1
12,000023,88____:049::8881430:8881000:4:1645:20170806,Mons,11487,,296,,1
11,000022,88____:049::8822004:8822277:3:1618:20170929,Hofstade,11487,,297,,1
11,000022,88____:049::8822004:8822277:3:1718:20170929,Hofstade,11488,,298,,1
12,000023,88____:049::8881430:8881000:4:1845:20170806,Mons,11489,,299,,1
11,000022,88____:049::8822004:8822277:3:1818:20170929,Hofstade,11489,,300,,1
12,000023,88____:049::8881430:8881000:4:2045:20170806,Mons,11491,,301,,1
12,000023,88____:049::8881430:8881000:4:2245:20170806,Mons,11493,,302,,1
1,000024,82____:007::8200100:8849072:10:1432:20171209,Liers,115,,303,,1
1,000024,88____:007::8849072:8841673:19:1624:20171209,Liers,115,,303,,1
8,000018,88____:049::8891702:8891009:2:525:20171001,Bruges,11504,,304,,1
8,000018,88____:049::8891702:8891009:2:625:20171001,Bruges,11505,,305,,1
8,000018,88____:049::8891702:8891009:2:725:20171001,Bruges,11506,,306,,1
5,000011,88____:049::8861200:8863008:6:735:20170820,Namur,11506,,307,,1
8,000018,88____:049::8891702:8891009:2:825:20171001,Bruges,11507,,308,,1
5,000011,88____:049::8861200:8863008:6:835:20170820,Namur,11507,,309,,1
8,000018,88____:049::8891702:8891009:2:925:20171001,Bruges,11508,,310,,1
5,000011,88____:049::8861200:8863008:6:935:20170820,Namur,11508,,311,,1
8,000018,88____:049::8891702:8891009:2:1025:20171001,Bruges,11509,,312,,1
5,000011,88____:049::8861200:8863008:6:1035:20170820,Namur,11509,,313,,1
8,000018,88____:049::8891702:8891009:2:1125:20171001,Bruges,11510,,314,,1
5,000011,88____:049::8861200:8863008:6:1135:20170820,Namur,11510,,315,,1
8,000018,88____:049::8891702:8891009:2:1225:20171001,Bruges,11511,,316,,1
5,000011,88____:049::8861200:8863008:6:1235:20170820,Namur,11511,,317,,1
8,000018,88____:049::8891702:8891009:2:1325:20171001,Bruges,11512,,318,,1
5,000011,88____:049::8861200:8863008:6:1335:20170820,Namur,11512,,319,,1
8,000018,88____:049::8891702:8891009:2:1425:20171001,Bruges,11513,,320,,1
5,000011,88____:049::8861200:8863008:6:1435:20170820,Namur,11513,,321,,1
8,000018,88____:049::8891702:8891009:2:1525:20171001,Bruges,11514,,322,,1
5,000011,88____:049::8861200:8863008:6:1535:20170820,Namur,11514,,323,,1
8,000018,88____:049::8891702:8891009:2:1625:20171001,Bruges,11515,,324,,1
5,000011,88____:049::8861200:8863008:6:1635:20170820,Namur,11515,,325,,1
8,000018,88____:049::8891702:8891009:2:1725:20171001,Bruges,11516,,326,,1
5,000011,88____:049::8861200:8863008:6:1735:20170820,Namur,11516,,327,,1
8,000018,88____:049::8891702:8891009:2:1825:20171001,Bruges,11517,,328,,1
5,000011,88____:049::8861200:8863008:6:1835:20170820,Namur,11517,,329,,1
8,000018,88____:049::8891702:8891009:2:1925:20171001,Bruges,11518,,330,,1
5,000011,88____:049::8861200:8863008:6:1935:20170820,Namur,11518,,331,,1
